sugars_100g,fat_100g
13.33,0.0
25.0,0.0
20.0,0.0
20.0,0.0
20.0,0.0
13.33,0.0
2.0,0.0
13.33,0.0
25.0,0.0
14.29,0.0
17.86,0.0
17.86,0.0
0.0,0.0
25.0,0.0
14.29,0.0
17.86,0.0
13.33,0.0
25.0,0.0
0.0,0.0
17.86,0.0
13.33,0.0
28.57,0.0
21.43,0.0
13.33,0.0
3.57,0.0
7.14,0.0
21.43,0.0
32.14,0.0
17.86,0.0
21.43,0.0
13.33,0.0
20.0,0.0
17.86,0.0
14.29,0.0
13.33,0.0
17.86,0.0
13.33,0.0
13.33,0.0
25.86,0.0
0.0,13.6
2.9,0.1
0.2,7.7
7.2,4.0
4.02,0.0
50.0,0.0
0.77,0.77
17.65,0.0
60.0,0.0
0.5,27.9
1.8,7.5
1.4,7.4
2.7,7.7
0.2,2.1
0.0,16.07
1.32,23.68
12.11,0.0
12.11,0.0
12.68,0.28
1.6,31.7
1.2,12.0
20.59,2.35
7.1,0.3
7.1,0.3
47.5,32.5
42.5,37.5
50.0,37.5
50.0,35.0
41.7,32.2
48.4,31.8
47.5,37.5
36.11,52.78
38.89,52.78
38.89,52.78
38.89,50.0
43.9,39.02
38.89,50.0
38.89,50.0
54.29,34.29
45.95,40.54
55.0,32.5
47.5,37.5
47.5,37.5
47.5,37.5
51.22,36.59
38.89,50.0
38.89,50.0
52.38,30.95
7.0,55.0
42.11,34.21
33.33,48.48
41.94,45.16
42.11,34.21
47.5,30.0
41.67,50.0
36.11,52.78
36.11,52.78
56.41,28.21
58.97,28.21
57.5,27.5
60.0,27.5
48.72,35.9
12.5,45.0
42.5,32.5
38.89,50.0
38.89,52.78
38.89,52.78
38.89,52.78
38.89,52.78
38.89,52.78
38.89,52.78
47.5,37.5
47.5,35.0
38.89,47.22
47.5,37.5
47.5,35.0
47.5,37.5
41.03,41.03
43.9,39.02
43.59,46.15
47.5,37.5
46.51,39.53
30.56,52.78
38.89,47.22
38.89,52.78
36.11,52.78
42.86,40.48
33.33,48.48
52.38,19.05
47.22,41.67
37.5,46.88
43.9,39.02
50.0,37.5
45.24,42.86
44.74,44.74
43.9,46.34
53.85,33.33
37.5,46.88
43.9,41.46
38.89,52.78
55.0,32.5
47.5,37.5
47.5,37.5
36.11,50.0
38.89,47.22
43.9,41.46
44.74,47.37
50.0,30.0
47.5,30.0
47.5,30.0
35.0,30.0
52.5,32.5
47.5,30.0
36.11,52.78
41.67,50.0
37.5,54.17
33.33,54.17
41.67,50.0
41.67,50.0
37.5,50.0
38.89,52.78
36.11,52.78
38.89,50.0
36.11,52.78
38.89,50.0
38.89,52.78
38.89,47.22
36.11,52.78
38.89,52.78
47.5,35.0
38.89,50.0
54.76,21.43
42.11,34.21
33.33,48.48
38.89,47.22
38.89,52.78
38.89,52.78
30.56,52.78
38.89,50.0
50.0,40.0
52.5,32.5
47.5,35.0
50.0,30.0
50.0,37.5
52.63,36.84
47.73,38.64
48.72,35.9
50.0,35.0
38.89,50.0
38.89,52.78
36.11,52.78
38.89,47.22
38.89,50.0
30.56,52.78
38.89,47.22
38.89,52.78
38.89,50.0
38.89,52.78
38.89,52.78
47.5,30.0
38.89,50.0
36.11,52.78
38.89,47.22
38.89,52.78
52.5,32.5
52.5,35.0
38.89,50.0
38.89,50.0
55.0,32.5
35.0,30.0
38.89,52.78
55.0,32.5
38.89,52.78
36.11,50.0
47.5,30.0
7.5,55.0
52.5,30.0
36.11,50.0
38.89,50.0
41.67,54.17
38.89,47.22
38.89,50.0
39.53,44.19
38.89,50.0
42.86,50.0
38.89,52.78
38.89,47.22
38.89,50.0
42.5,30.0
52.5,35.0
48.72,38.46
38.89,50.0
47.5,30.0
39.0,53.0
48.57,37.14
40.48,50.0
42.86,50.0
50.0,40.0
38.89,47.22
38.89,52.78
42.11,50.0
38.89,47.22
38.89,47.22
39.47,47.37
38.89,47.22
38.89,52.78
38.89,50.0
55.0,32.5
39.47,47.37
7.0,19.0
3.12,56.2
45.0,35.0
0.0,40.0
3.12,56.9
4.8,0.1
20.2,22.0
1.6,0.0
4.8,6.0
9.1,0.2
28.0,53.0
8.1,8.5
0.0,0.0
39.47,42.11
0.0,0.0
1.02,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
8.44,0.23
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
39.47,42.11
39.47,42.11
39.47,42.11
39.47,42.11
39.47,42.11
39.47,42.11
39.47,42.11
15.0,27.0
39.47,42.11
39.47,42.11
39.47,42.11
39.47,42.11
39.47,42.11
39.47,42.11
39.47,42.11
39.47,42.11
33.33,50.0
33.33,50.0
37.5,42.5
37.5,42.5
40.0,42.5
40.0,42.5
40.0,42.5
40.0,42.5
40.0,42.5
40.0,42.5
40.0,42.5
40.0,42.5
37.5,42.5
37.5,42.5
37.5,42.5
37.5,42.5
37.5,42.5
37.5,42.5
37.5,42.5
40.0,42.5
40.0,42.5
45.45,27.27
40.0,42.5
45.0,37.5
42.5,37.5
44.23,25.0
43.4,25.4
42.59,24.07
44.23,26.92
56.76,32.43
56.7,30.0
56.76,32.43
56.8,32.4
56.8,32.4
56.8,32.4
40.0,35.0
11.4,2.8
0.4,0.4
15.8,26.3
57.6,0.2
2.38,0.0
26.4,20.4
1.0,2.0
0.9,13.8
0.4,14.6
31.7,19.8
26.8,22.0
0.9,13.8
2.6,28.7
1.3,5.3
5.7,55.7
22.2222222222222,22.2222222222222
23.53,0.0
26.67,40.0
30.0,43.33
30.0,40.0
26.67,43.33
26.67,50.0
30.0,43.33
1.2,5.2
0.0,0.0
26.5,19.06
1.0,0.0
0.0,28.0
0.0,0.0
1.7,17.4
21.43,10.71
14.29,10.71
25.0,7.14
28.57,8.93
35.71,7.14
39.29,7.14
10.0,2.0
9.2,0.5
0.0,0.0
0.0,20.0
10.0,0.0
4.8,1.2
2.65,2.21
0.0,31.7
40.3,39.3
30.77,21.54
2.35,17.65
40.6,13.3
24.0,45.1
0.0,16.67
0.0,17.33
43.9,40.8
49.0,41.7
45.7,39.1
42.3,37.1
49.5,35.2
2.14285714285714,4.28571428571429
31.8,40.4
49.3,33.7
59.0,31.0
72.25,20.5
36.5,40.8
0.0,0.0
0.0,3.33
1.67,3.33
8.75,6.25
1.7,0.9
1.1,2.4
2.0,12.8
21.5,15.2
17.0,15.2
20.4,20.5
31.0,19.8
33.6,19.9
12.5,1.25
69.7,0.5
4.3,1.3
0.0,46.43
3.33,60.0
3.33,50.0
3.33,73.33
3.33,63.33
3.33,73.33
3.33,66.67
3.33,66.67
3.33,66.67
3.33,66.67
3.33,66.67
3.33,66.67
8.94,3.29
40.0,21.18
25.88,25.88
5.88,7.06
5.88,9.41
7.06,5.88
5.88,7.06
5.71,45.71
22.86,40.0
5.71,45.71
35.71,39.29
28.57,42.86
21.43,39.29
3.33,73.33
3.33,73.33
3.33,73.33
3.33,66.67
3.33,66.67
35.71,39.29
3.33,73.33
3.33,73.33
3.33,73.33
3.33,60.0
3.57,46.43
3.57,46.43
28.57,35.71
35.71,32.14
5.71,45.71
3.57,50.0
3.57,50.0
5.71,45.71
3.57,46.43
5.71,45.71
5.71,45.71
5.71,45.71
3.57,46.43
5.71,45.71
5.71,45.71
3.33,50.0
0.81,7.32
3.33,50.0
6.67,43.33
6.67,46.67
3.33,50.0
3.33,50.0
3.33,76.67
3.33,50.0
5.71,45.71
5.71,45.71
3.57,53.57
3.57,53.57
6.25,56.25
3.57,57.14
3.57,46.43
3.57,46.43
3.57,57.14
3.57,46.43
3.57,57.14
32.94,21.18
44.71,16.47
40.0,21.18
32.14,35.71
35.71,32.14
28.57,35.71
7.14,46.43
4.71,47.06
35.71,35.71
4.71,49.41
5.7,51.4
5.71,51.43
3.57,50.0
3.57,46.43
7.14,46.43
32.14,35.71
7.14,39.29
7.14,39.29
3.57,39.29
3.57,39.29
1.76,3.33
21.18,40.0
25.0,39.29
21.43,39.29
7.14,46.43
2.0,13.0
7.14,42.86
7.14,42.86
7.14,42.86
7.14,46.43
7.14,46.43
21.43,39.29
21.43,39.29
5.65,45.2
28.57,35.71
5.71,45.71
5.65,45.2
5.65,45.2
0.48,3.81
5.65,45.2
0.0,50.0
25.0,28.57
25.0,32.14
28.57,28.57
3.57,60.71
3.57,50.0
0.71,3.81
8.47,45.2
25.0,28.57
21.43,35.71
7.14,5.36
7.14,5.36
7.14,5.36
8.0,10.0
28.0,28.0
28.0,28.0
33.33,27.27
26.45,29.68
37.93,24.14
25.81,29.03
26.67,30.0
0.0,0.0
19.9,13.0
14.58,0.0
12.5,0.0
37.4,14.6
37.88,15.15
23.01,23.89
22.12,19.47
30.09,21.24
24.56,21.05
31.86,10.62
24.56,22.81
22.81,21.05
25.66,21.24
22.81,19.3
25.66,22.12
23.89,21.24
22.81,21.05
26.55,22.12
25.66,23.01
1.56,24.22
39.73,16.44
23.53,23.53
22.35,17.65
42.47,16.44
43.84,15.07
23.53,23.53
22.35,17.65
32.31,9.23
33.85,9.23
35.38,12.31
25.66,16.81
23.4,20.21
25.53,20.21
22.34,21.28
22.34,18.09
24.47,15.96
24.47,19.15
19.72,23.94
23.24,23.24
38.94,13.27
38.94,12.39
22.94,23.53
23.53,23.53
1.18,7.65
0.59,4.12
0.59,4.71
0.59,2.94
0.0,8.24
2.35,8.24
23.0,8.0
3.33,0.0
0.0,0.8
0.0,0.0
21.0,15.2
21.3,5.6
1.0,43.0
3.57,42.86
3.57,10.71
3.57,8.93
3.57,8.93
0.0,35.71
0.0,35.71
0.0,35.71
0.0,35.71
0.0,35.71
50.0,3.57
57.14,1.79
0.0,46.43
7.14,39.29
3.57,28.57
3.57,28.57
3.57,28.57
3.57,28.57
88.0,0.0
33.33,0.0
33.33,0.0
0.0,0.89
32.0,42.7
0.4,54.0
0.0,6.39
40.6,42.9
2.6,7.0
74.29,5.71
57.14,7.14
62.86,5.71
74.29,5.71
74.29,5.71
74.29,5.71
71.43,5.71
34.38,14.06
22.0,6.0
74.29,5.71
74.29,5.71
74.29,5.71
74.29,5.71
74.29,5.71
75.0,0.0
75.0,0.0
71.43,0.0
48.57,7.14
71.43,5.71
74.29,5.71
48.57,17.14
26.0,0.0
17.7,0.0
3.03,0.0
15.04,1.77
7.6,0.0
7.6,0.0
2.7,3.7
0.0,23.62
0.0,20.41
0.0,19.23
3.57,50.0
3.7,2.3
76.19,0.0
51.3,15.4
66.0,17.0
57.14,18.37
58.5,17.1
61.54,33.33
61.54,33.33
61.54,33.33
60.47,32.56
60.47,32.56
75.0,12.5
57.5,20.0
33.0,0.0
62.5,0.0
61.1,0.0
11.0,0.0
73.17,12.2
49.0,18.0
65.85,17.07
61.0,0.0
66.0,5.2
24.0,0.0
51.3,15.4
53.85,15.38
55.0,0.0
58.54,17.07
62.5,0.0
61.1,0.0
12.0,0.0
54.0,0.0
40.0,5.8
60.76,32.91
11.43,0.0
14.63,2.44
69.23,3.85
64.29,5.36
54.17,4.17
74.19,1.61
0.1,2.9
2.3,0.7
14.1,4.12
6.0,11.0
35.0,27.0
8.54,8.54
9.76,10.98
54.1,32.4
0.2,2.6
30.0,26.6
54.17,29.17
54.17,29.17
46.43,39.29
54.17,29.17
16.0,8.0
13.0,7.0
72.0,16.0
40.0,24.0
4.0,7.3
46.7,2.9
0.0,33.33
2.4,16.5
42.25,12.68
42.25,15.49
42.25,15.49
42.25,15.49
42.25,15.49
40.85,12.68
40.85,14.08
40.85,14.08
40.85,12.68
43.66,14.08
49.23,16.92
47.69,15.38
48.24,16.47
47.06,15.29
47.06,16.47
47.06,14.12
47.06,15.29
47.06,15.29
48.24,15.29
48.24,16.47
47.06,14.12
47.06,15.29
45.88,15.29
42.25,15.49
42.25,15.49
42.25,15.49
42.25,15.49
42.25,15.49
48.24,15.29
48.48,15.15
48.48,13.64
48.0,21.0
47.06,14.12
50.0,25.0
50.0,25.0
1.8,0.5
34.3,31.4
76.19,0.0
4.0,0.0
4.71,2.94
4.71,2.94
2.35,2.35
2.35,2.35
0.0,0.0
0.0,0.0
0.0,0.0
31.86,30.09
40.71,20.35
40.86,21.51
29.29,27.27
29.29,12.12
7.14,1.79
6.67,2.22
8.89,6.67
6.98,3.49
8.89,3.33
7.32,2.44
2.33,2.33
6.67,3.33
2.22,2.22
6.98,2.33
7.69,3.85
0.0,0.0
3.45,3.45
61.67,0.0
6.98,3.49
0.0,0.0
0.0,0.0
66.67,33.33
19.35,11.83
18.28,12.9
27.06,16.47
18.52,18.52
23.16,12.63
25.88,14.12
23.17,18.29
22.62,13.1
25.88,14.12
23.81,14.29
23.17,14.63
25.0,11.9
20.59,38.24
26.67,0.0
13.33,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1.79,4.46
3.57,2.68
13.33,3.33
20.45,5.68
11.25,0.0
33.3,33.3
11.58,0.0
13.56,0.0
32.14,12.5
5.49,0.0
0.0,0.0
57.14,16.88
46.67,8.33
0.0,33.33
17.65,20.59
0.0,0.0
10.81,5.41
5.71,2.14
6.06,2.02
3.57,46.43
3.57,46.43
7.14,3.57
3.57,3.57
3.57,50.0
3.57,46.43
7.14,3.57
3.57,53.57
3.57,53.57
3.57,3.57
7.14,3.57
9.52,4.76
9.52,4.76
35.21,19.72
7.69,3.85
10.81,2.7
27.47,20.88
0.89,16.96
0.0,8.93
3.0,2.0
16.13,22.58
21.88,9.38
6.25,25.0
13.56,0.0
20.0,0.0
77.14,2.86
14.29,5.36
22.67,10.67
25.71,11.43
28.57,10.0
0.0,24.14
20.0,10.0
7.69,4.62
20.0,11.43
17.14,11.43
21.43,11.43
24.64,2.17
29.58,3.52
22.62,13.1
3.23,0.0
3.23,0.0
7.03,1.95
7.81,1.56
7.03,1.56
7.81,1.95
7.03,1.95
7.81,1.95
7.03,2.34
7.81,2.73
7.03,2.73
7.81,1.95
30.56,19.44
28.57,21.43
29.03,19.35
26.92,26.92
29.63,22.22
32.14,21.43
33.33,13.89
41.18,17.65
12.5,46.88
12.5,46.88
3.12,50.0
3.0,48.0
17.65,41.18
7.14,9.52
48.48,27.27
0.56,0.0
0.56,0.0
0.56,0.0
9.89,0.0
0.0,0.0
0.0,0.0
0.0,0.0
20.65,0.0
20.65,0.0
20.51,0.0
23.44,9.38
18.75,10.94
21.88,9.38
25.0,10.94
24.71,0.0
21.62,10.81
52.94,14.12
52.94,12.94
3.45,24.14
67.74,3.23
23.73,3.39
20.69,3.45
15.0,0.0
15.0,0.0
15.0,0.0
33.33,18.18
33.33,18.18
33.33,18.18
33.33,18.18
33.33,18.18
28.57,20.0
25.0,17.86
21.43,17.86
32.14,17.86
21.43,17.86
21.43,17.86
18.52,11.11
16.67,8.33
0.0,7.14
0.0,10.0
2.22,5.56
0.0,57.14
12.5,46.88
20.59,38.24
3.12,50.0
40.0,0.0
25.0,0.0
0.0,78.57
6.9,31.03
6.45,11.29
7.14,7.14
37.84,0.0
37.84,0.0
3.39,15.25
3.57,3.57
3.57,50.0
30.0,33.33
0.0,42.86
25.0,9.38
12.5,0.0
6.67,13.33
3.33,23.33
0.0,10.0
0.0,10.0
3.33,16.67
11.0,0.0
12.33,0.0
12.33,0.0
0.0,0.0
0.0,78.57
0.0,78.57
74.29,2.86
74.29,2.86
2.94,2.21
1.54,2.31
4.48,0.75
1.67,3.33
1.59,6.35
3.23,4.03
3.33,2.5
6.98,2.33
0.0,32.14
0.0,35.71
0.0,0.0
8.97,3.85
3.28,2.5
11.0,0.0
12.33,0.0
15.67,0.0
0.0,50.0
0.0,50.0
0.0,66.67
3.33,33.33
6.67,43.33
9.6,0.0
1.41,0.0
1.41,0.0
25.88,12.94
9.17,0.0
1.41,0.0
1.41,0.0
9.6,0.0
9.6,0.0
11.76,2.94
0.0,3.57
2.5,6.25
22.22,0.0
38.89,0.0
36.49,20.27
53.57,28.57
6.67,0.0
6.67,0.0
6.67,0.0
6.67,0.0
6.67,0.0
30.0,0.0
43.33,26.67
30.0,36.67
4.48,5.22
17.81,9.59
27.27,6.82
6.67,0.0
22.22,9.52
13.33,33.33
20.0,30.0
0.0,40.0
17.65,20.59
30.59,30.59
31.43,7.14
14.71,13.97
29.25,0.0
30.19,0.0
8.82,13.97
25.0,10.16
19.15,11.7
3.33,10.0
28.89,22.22
0.0,0.0
0.0,0.0
6.67,16.67
16.67,0.0
12.9,22.58
12.9,22.58
32.35,0.0
3.57,28.57
3.45,31.03
2.35,0.0
1.18,0.0
0.0,0.0
1.18,0.0
2.35,0.0
2.35,0.0
3.53,0.0
4.71,0.0
3.53,0.0
2.35,0.0
2.35,0.0
60.0,0.0
60.0,0.0
3.53,0.0
3.57,53.57
3.33,50.0
3.33,50.0
3.33,50.0
3.33,66.67
3.33,66.67
3.33,73.33
3.33,73.33
3.57,50.0
6.9,34.48
3.57,50.0
3.45,55.17
3.57,75.0
3.57,57.14
3.45,55.17
11.25,0.0
16.39,0.82
8.0,4.0
8.0,4.0
4.0,2.0
1.75,0.88
4.65,1.16
7.8,2.6
1.0,2.5
4.41,0.22
4.11764705882353,2.35294117647059
7.69,5.77
1.43,10.0
0.0,5.0
2.4,6.8
4.29,13.57
26.79,16.07
30.36,14.29
26.09,28.99
45.33,22.67
44.74,21.05
6.0,2.0
2.04,1.43
1.22,4.9
4.49,6.53
45.65,0.0
45.65,0.0
0.0,18.18
2.86,0.61
24.17,29.17
6.12,8.98
0.0,42.86
3.57,32.14
0.82,0.61
26.42,21.7
33.02,19.81
29.25,23.58
1.79,0.89
1.79,0.89
1.79,14.29
1.79,3.57
1.79,0.89
0.0,5.36
3.57,32.14
40.0,20.0
1.22,6.94
35.71,25.0
31.2,9.6
30.63,17.12
0.0,35.71
2.65,0.88
23.33,6.67
61.4,0.0
48.24,23.53
51.06,23.4
0.0,6.67
29.51,8.2
31.15,8.2
37.18,19.23
51.72,20.69
21.05,21.05
24.14,13.79
25.0,16.07
25.0,16.07
2.38,2.38
9.68,9.68
6.45,19.35
12.9,22.58
0.0,39.29
0.0,32.14
6.67,15.0
0.0,10.71
0.0,7.14
18.52,11.11
0.0,24.14
0.0,14.29
25.81,11.29
33.33,23.33
9.68,22.58
3.33,3.33
3.33,3.33
43.75,0.0
9.38,28.12
0.0,35.71
0.0,35.71
0.0,32.14
3.57,32.14
0.0,0.0
23.08,0.0
22.73,2.27
23.81,2.38
0.0,0.0
0.0,0.0
7.69,23.08
7.69,28.21
0.0,14.29
0.0,14.29
0.0,3.51
0.0,34.38
0.0,35.71
0.0,35.71
0.0,24.14
25.0,12.5
0.83,7.5
2.26,13.53
0.39,4.71
2.02,5.65
1.18,6.67
2.26,12.41
0.76,9.16
1.53,9.92
0.76,11.45
3.74,17.65
3.21,13.37
2.17,10.33
6.29,9.43
1.92,9.2
1.93,5.47
2.52,9.52
1.89,9.97
2.26,11.28
1.83,11.36
2.65,10.62
2.74,10.96
3.89,8.83
1.21,12.5
5.05,12.12
0.0,3.45
3.61,10.44
1.88,9.38
3.64,5.45
2.35,4.71
1.43,17.14
2.11,10.53
1.84,8.9
3.53,5.59
3.26,6.52
0.88,14.16
10.53,7.02
1.77,13.27
1.75,20.18
2.14,12.14
2.86,7.86
3.57,10.71
7.06,2.35
7.37,3.16
1.43,20.0
9.09,5.45
0.88,15.93
10.0,7.0
4.29,7.86
5.81,9.68
6.45,9.68
0.0,1.85
0.0,2.78
24.44,15.56
24.44,15.56
26.67,17.78
59.26,17.28
4.0,7.0
1.05,7.37
20.51,16.67
19.17,20.0
23.4,22.34
21.13,19.72
24.78,18.58
22.12,21.24
35.71,25.0
20.48,22.89
17.86,25.0
33.8,21.13
3.33,23.33
3.33,30.0
3.33,23.33
3.33,30.0
6.0,30.0
4.0,24.0
32.47,19.48
37.66,20.78
32.47,19.48
35.06,19.48
35.06,22.08
33.02,19.81
26.42,21.7
33.96,24.53
30.19,20.75
22.0,14.0
0.0,36.36
3.67,0.61
1.22,2.04
0.82,2.45
47.78,16.67
3.57,17.86
3.57,21.43
3.57,21.43
49.55,17.12
48.65,17.12
54.39,21.05
52.63,19.3
52.63,19.3
65.88,17.65
1.22,1.63
47.73,22.73
44.29,25.71
30.65,20.97
39.29,25.0
0.0,8.93
1.75,25.44
3.51,4.39
0.0,84.62
0.0,69.23
0.0,35.71
0.0,25.0
0.0,16.07
0.0,25.0
0.0,1.5
0.0,29.41
5.88,29.41
0.0,39.29
0.0,32.14
23.53,8.82
35.9,20.51
36.49,20.27
11.11,3.33
18.37,20.41
58.7,17.39
58.7,17.39
3.77,14.15
25.3,20.48
24.1,18.07
31.34,17.91
27.36,23.58
32.08,18.87
12.04,13.89
26.09,23.91
3.77,14.15
1.96,11.76
2.78,13.89
3.77,14.15
54.39,19.3
52.63,19.3
58.7,19.57
58.7,17.39
58.7,17.39
54.39,21.05
52.63,19.3
32.12,13.14
31.39,14.6
23.53,16.67
